,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price
58,KHC,False,25,7,60,0,3,0,0.0,24.51199186338105,0.0
80,PAYX,False,7,14,92,0,4,0,0.0,111.86997847261797,0.0
93,TTWO,True,12,40,54,4,0,30,247.60969622778504,0.0,253.35705289170681
105,AOS,True,31,35,71,13,0,21,66.73724374641832,0.0,70.84862870500952
152,BIIB,True,5,11,55,3,0,23,174.8327734148936,0.0,170.8417220508738
160,BR,False,8,19,65,0,3,0,0.0,224.28059697462322,0.0
173,CAT,True,6,11,81,3,0,41,579.3662606890646,0.0,573.850996040143
209,CMI,True,51,13,73,29,0,48,525.2731310210468,0.0,421.7897614943465
213,DVA,False,50,2,58,0,0,0,0.0,125.34466659684325,0.0
215,DECK,False,1,30,56,0,20,0,0.0,102.76559136646206,0.0
236,ELV,True,38,14,51,19,0,19,353.3058375372926,0.0,339.04174434387625
237,EME,True,21,29,91,2,0,52,603.8630681692857,0.0,673.4789677557055
285,GDDY,False,20,28,127,0,6,0,0.0,125.31530431818801,0.0
324,JNJ,True,21,2,51,4,0,28,202.80607050587523,0.0,201.53642850878293
327,KVUE,False,6,38,52,0,19,0,0.0,16.953713241980296,0.0
330,KMB,False,25,6,65,0,3,0,0.0,102.98113533363095,0.0
352,MLM,True,31,22,82,14,0,39,618.3652859487044,0.0,617.94764923813
381,NDSN,True,32,6,67,13,0,20,247.44021438469014,0.0,227.84158551700014
383,NTRS,True,31,33,107,24,0,50,138.79059659695216,0.0,127.70971863984393
385,NCLH,True,22,49,66,13,0,29,22.267209680812876,0.0,24.626499088602145
415,PTC,False,7,7,73,0,1,0,0.0,170.30436884201282,0.0
426,RSG,False,24,13,78,0,6,0,0.0,211.56510605951686,0.0
461,TDY,True,26,38,74,14,0,31,518.5893297293272,0.0,575.1175967231167
485,UNH,True,27,23,55,11,0,31,329.59498941769897,0.0,349.20379193099643
503,WAT,True,6,14,51,4,0,28,380.1485896538539,0.0,385.6721344509147
507,WST,True,32,7,80,6,0,28,265.90245988300074,0.0,265.54419313004996
