ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADI,2026-03-03,2026-04-17,2026-04-20,372.001,337.0319,-9.40%,441.9393,337.0319,PENDING,,,392.67,45.64,-2.95,-10.28,-6.86,23.35,41.5,74.8
AFL,2026-03-05,2026-06-05,2026-06-08,117.32,109.712,-6.48%,132.536,109.712,PENDING,,,117.11,7.32,1.3,2.28,1.94,7.67,9.51,16.68
AMAT,2026-05-19,2026-05-26,2026-05-27,461.22,397.6929,-13.77%,588.2742,397.6929,PENDING,,,497.01,93.88,-0.44,-0.75,12.17,41.75,85.8,194.87
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,151.76,15.82,-0.26,-12.97,11.24,9.79,17.54,56.78
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,276.51,13.46,-2.29,-2.04,-9.19,0.2,18.74,1.43
AVB,2026-05-21,2026-06-04,2026-06-05,188.77,180.6542,-4.30%,205.0016,180.6542,PENDING,,,186.59,4.06,-0.14,1.86,-0.36,9.81,7.24,-6.31
BBY,2026-02-20,2026-05-28,2026-05-29,74.0,62.1016,-16.08%,97.7969,62.1016,PENDING,,,75.64,14.73,0.69,5.45,31.27,21.6,7.23,9.83
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,31.14,32.25,-2.08,2.54,-1.3,26.53,38.53,50.47
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,194.24,10.37,-2.44,-0.88,-1.87,1.97,7.65,44.79
BKR,2026-03-03,2026-04-24,2026-04-27,69.7667,61.8632,-11.33%,85.5736,61.8632,PENDING,,,63.02,39.37,-0.83,-1.94,-2.45,7.23,33.93,67.25
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,139.75,21.39,-2.44,-0.58,5.48,19.8,23.14,58.18
CARR,2026-03-06,2026-06-04,2026-06-05,67.66,57.9185,-14.40%,87.1431,57.9185,PENDING,,,67.97,29.65,-4.59,0.58,3.17,16.22,29.18,-3.74
