Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,173.69,98,99,97,76,"LRCX,TER,KLAC,AMAT"
2,Broadcasting,Communication Services,144.18,97,98,95,93,"WBD,FOXA,FOX"
3,Electronic Components,Information Technology,141.46,96,97,98,96,"APH,GLW"
4,"Technology Hardware, Storage & Peripherals",Information Technology,130.42,95,96,93,88,"WDC,STX,AAPL,HPE,DELL,NTAP,HPQ,SMCI"
5,Construction Machinery & Heavy Transportation Equipment,Industrials,123.63,94,89,72,60,"CMI,CAT,PCAR,WAB"
6,Air Freight & Logistics,Industrials,122.65,93,86,50,18,"CHRW,EXPD,FDX,UPS"
7,Oil & Gas Equipment & Services,Energy,122.0,92,58,63,17,"HAL,SLB,BKR"
8,Steel,Materials,119.13,91,91,80,22,"NUE,STLD"
9,Semiconductors,Information Technology,119.09,90,84,91,66,"MU,INTC,AMD,ADI,MPWR,FSLR,MCHP,ON,NVDA,AVGO,TXN,NXPI,MRVL,QCOM,SWKS,ARM"
10,Agricultural Products & Services,Consumer Staples,117.12,89,61,78,37,"BG,ADM"
11,Interactive Media & Services,Communication Services,116.9,88,87,85,67,"GOOGL,GOOG,META,MTCH"
12,Construction & Engineering,Industrials,116.62,87,93,96,95,"FIX,PWR,EME,J"
13,Biotechnology,Health Care,115.72,86,88,77,54,"MRNA,INSM,INCY,REGN,GILD,BIIB,AMGN,ABBV,ALNY,VRTX"
14,Specialty Chemicals,Materials,114.16,85,63,31,6,"ALB,DD,ECL,PPG,SHW,IFF,LYB"
15,Investment Banking & Brokerage,Financials,113.42,84,94,94,99,"GS,HOOD,IBKR,MS,SCHW,RJF"
16,Automobile Manufacturers,Consumer Discretionary,113.22,83,95,92,61,"GM,F,TSLA"
17,Passenger Airlines,Industrials,113.2,82,90,59,59,"LUV,DAL,UAL"
18,Consumer Staples Merchandise Retail,Consumer Staples,112.57,81,75,49,69,"DG,DLTR,WMT,COST,TGT"
19,Aerospace & Defense,Industrials,112.3,80,76,81,84,"HII,LHX,HWM,RTX,LMT,TXT,NOC,BA,GE,GD,TDG,AXON"
20,Electronic Manufacturing Services,Information Technology,111.75,79,92,90,98,"JBL,TEL"
21,Automotive Retail,Consumer Discretionary,111.66,78,68,70,94,"CVNA,ORLY,AZO"
22,Cargo Ground Transportation,Industrials,111.65,77,77,18,3,"JBHT,ODFL"
23,Health Care Distributors,Health Care,111.55,76,81,73,65,"CAH,COR,MCK,HSIC"
24,Regional Banks,Financials,110.06,75,70,43,58,"CFG,KEY,FITB,RF,MTB,HBAN"
25,Other Specialty Retail,Consumer Discretionary,109.42,74,65,62,85,"ULTA,TSCO"
26,Apparel Retail,Consumer Discretionary,108.85,73,83,74,41,"ROST,TJX"
27,Health Care Facilities,Health Care,108.53,72,82,86,15,"HCA,UHS"
28,Interactive Home Entertainment,Communication Services,107.51,71,72,88,71,"EA,TTWO"
29,Pharmaceuticals,Health Care,107.49,70,74,34,12,"VTRS,JNJ,LLY,MRK,BMY,PFE,ZTS"
30,Diversified Banks,Financials,106.61,69,79,68,68,"C,USB,PNC,TFC,WFC,BAC,JPM"
31,Integrated Oil & Gas,Energy,105.97,68,41,44,42,"XOM,CVX"
32,Oil & Gas Refining & Marketing,Energy,104.45,67,54,84,51,"VLO,PSX,MPC"
33,Life Sciences Tools & Services,Health Care,103.68,66,73,66,11,"CRL,IQV,TMO,WAT,MTD,DHR,TECH,A"
34,Electrical Components & Equipment,Industrials,103.23,65,57,67,90,"ROK,AME,EMR,GNRC,ETN"
35,Independent Power Producers & Energy Traders,Utilities,102.99,64,78,89,97,"AES,NRG"
36,Broadline Retail,Consumer Discretionary,102.97,63,60,83,89,"EBAY,AMZN"
37,Casinos & Gaming,Consumer Discretionary,102.53,62,80,69,74,"LVS,WYNN,MGM"
38,Tobacco,Consumer Staples,102.4,61,42,57,73,"PM,MO"
39,Construction Materials,Materials,102.11,60,71,71,45,"CRH,MLM,VMC"
40,Asset Management & Custody Banks,Financials,100.85,59,64,48,77,"IVZ,NTRS,BK,STT,BEN,BLK,TROW,AMP,BX,APO,ARES,KKR"
41,Consumer Finance,Financials,100.85,59,85,82,75,"SYF,AXP,COF"
42,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,100.68,58,67,54,83,"EXPE,MAR,HLT,CCL,RCL,ABNB,BKNG,NCLH"
43,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,100.54,57,69,64,91,"TPR,RL,NKE,LULU"
