ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADI,2026-03-03,2026-04-17,2026-04-20,372.001,337.0319,-9.40%,441.9393,337.0319,PENDING,,,416.0,54.29,-2.71,2.81,-0.08,32.99,49.81,87.35
AES,2026-01-20,2026-01-28,2026-01-29,14.8392,13.3271,-10.19%,17.8632,13.3271,PENDING,,,14.64,4.57,-0.27,-0.14,1.17,4.37,8.43,34.55
AFL,2026-03-05,2026-06-05,2026-06-08,117.32,109.712,-6.48%,132.536,109.712,PENDING,,,117.41,7.6,0.38,1.56,1.03,7.76,7.81,17.36
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,168.01,28.22,-0.64,10.42,18.34,26.26,34.67,81.93
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,280.48,15.09,-0.88,-0.88,-5.04,-1.37,17.0,2.72
ARES,2026-06-03,2026-06-11,2026-06-12,134.68,122.0398,-9.39%,159.9603,122.0398,PENDING,,,134.98,-15.35,-0.28,3.35,9.38,27.74,-20.76,-16.24
AVB,2026-05-21,2026-06-04,2026-06-05,188.77,180.6542,-4.30%,205.0016,180.6542,PENDING,,,184.73,3.02,0.14,-1.13,2.15,9.51,6.6,-6.91
AXP,2026-05-20,2026-06-16,,,303.1247,,,,PENDING,,,340.74,-7.4,1.6,7.02,8.7,13.84,-10.45,19.64
BBY,2026-02-20,2026-05-28,2026-05-29,74.0,62.1016,-16.08%,97.7969,62.1016,PENDING,,,75.58,14.64,-2.36,0.61,34.29,22.53,5.83,14.71
BEN,2026-02-27,2026-04-28,2026-04-29,29.86,26.0167,-12.87%,37.5465,26.0167,PENDING,,,33.18,40.92,2.06,4.34,4.24,36.74,45.34,58.23
BIIB,2026-03-31,2026-05-13,2026-05-14,200.25,179.9904,-10.12%,240.7692,179.9904,PENDING,,,195.61,11.15,-1.53,-1.75,1.38,5.57,12.35,49.72
BNY,2026-04-29,2026-05-21,2026-05-22,139.59,130.9471,-6.19%,156.8758,130.9471,PENDING,,,144.45,25.48,1.37,0.84,6.98,24.89,24.47,66.1
CARR,2026-03-06,2026-06-04,2026-06-05,67.66,57.9185,-14.40%,87.1431,57.9185,PENDING,,,71.15,35.71,0.03,-0.13,10.02,25.31,35.45,1.34
CCI,2026-05-13,2026-06-04,2026-06-05,92.8169,86.4175,-6.89%,105.6157,86.4175,PENDING,,,88.13,1.58,-0.69,-3.69,2.88,1.4,0.42,-6.12
CPAY,2026-03-16,2026-06-01,2026-06-02,359.84,305.2405,-15.17%,469.0389,305.2405,PENDING,,,360.37,19.75,1.95,0.71,9.79,20.95,14.01,11.48
CPT,2026-03-06,2026-06-04,2026-06-05,111.6,104.6474,-6.23%,125.5052,104.6474,PENDING,,,112.36,3.19,-1.0,-2.63,9.52,11.57,10.08,0.72
D,2026-03-19,2026-05-18,2026-05-19,66.5338,60.3738,-9.26%,78.8537,60.3738,PENDING,,,68.5,19.34,0.51,3.4,12.08,9.77,17.85,28.85
DAL,2026-03-02,2026-05-22,2026-05-26,78.2,62.4139,-20.19%,109.7721,62.4139,PENDING,,,83.14,20.44,-1.11,2.43,18.38,28.58,19.74,78.86
DOV,2026-01-29,2026-02-03,2026-02-04,211.853,198.4749,-6.31%,238.6092,198.4749,PENDING,,,222.63,14.57,0.89,0.75,5.89,4.38,12.34,27.43
DOW,2026-02-20,2026-03-11,2026-03-12,35.3901,28.8855,-18.38%,48.3995,28.8855,PENDING,,,32.96,44.1,-0.81,-0.78,-14.08,-9.79,40.55,16.0
DVA,2026-03-13,2026-05-06,2026-05-07,194.32,146.8105,-24.45%,289.3391,146.8105,PENDING,,,208.98,83.95,-0.37,5.44,4.63,39.34,72.21,53.53
ESS,2026-02-12,2026-04-28,2026-04-29,269.33,248.0423,-7.90%,311.9053,248.0423,PENDING,,,280.56,9.45,-0.29,-1.48,5.06,12.96,11.17,2.59
ETR,2026-03-19,2026-03-27,2026-03-30,110.9346,101.8315,-8.21%,129.1408,101.8315,PENDING,,,112.39,23.06,1.18,2.49,3.08,6.54,23.17,40.45
EW,2026-01-29,2026-05-26,2026-05-27,87.63,80.8594,-7.73%,101.1711,80.8594,PENDING,,,88.58,3.91,2.67,1.19,8.85,5.11,6.62,17.87
FDS,2026-05-05,2026-06-01,2026-06-02,265.42,211.3772,-20.36%,373.5056,211.3772,PENDING,,,237.56,-17.31,0.72,-3.46,12.3,14.22,-17.96,-42.46
FTV,2026-03-06,2026-06-09,2026-06-10,62.59,55.9914,-10.54%,75.7873,55.9914,PENDING,,,61.43,11.39,1.91,-2.15,4.62,10.01,11.96,17.81
GE,2026-04-21,2026-06-16,,,286.1246,,,,PENDING,,,351.73,14.35,2.77,6.44,24.94,16.43,17.62,49.45
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,169.17,21.48,1.06,6.18,9.11,21.38,21.83,42.43
GS,2026-02-13,2026-05-20,2026-05-21,977.9002,866.5517,-11.39%,1200.5974,866.5517,PENDING,,,1090.67,25.28,1.35,5.68,15.5,35.74,24.02,81.35
GWW,2026-03-09,2026-05-07,2026-05-08,1237.0681,1089.6978,-11.91%,1531.8089,1089.6978,PENDING,,,1319.72,31.3,0.44,-0.76,3.71,24.11,29.57,25.09
HAL,2026-04-08,2026-04-29,2026-04-30,41.2246,36.615,-11.18%,50.4439,36.615,PENDING,,,37.2,32.84,-2.57,-6.11,-10.54,4.82,31.16,64.14
