Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Semiconductor Materials & Equipment,Information Technology,177.51,99,98,98,78,"TER,LRCX,AMAT,KLAC"
2,Electronic Components,Information Technology,158.88,98,97,96,97,"GLW,APH"
3,Construction & Engineering,Industrials,145.99,97,90,93,93,"FIX,PWR,EME,J"
4,Communications Equipment,Information Technology,139.04,96,87,90,92,"CIEN,ANET,MSI,CSCO,FFIV"
5,"Technology Hardware, Storage & Peripherals",Information Technology,136.05,95,96,95,90,"WDC,STX,DELL,HPE,AAPL,NTAP,SMCI,HPQ"
6,Oil & Gas Equipment & Services,Energy,126.8,94,89,67,25,"HAL,BKR,SLB"
7,Agricultural Products & Services,Consumer Staples,126.12,93,85,69,40,"BG,ADM"
8,Construction Machinery & Heavy Transportation Equipment,Industrials,126.05,92,91,86,61,"CAT,CMI,WAB,PCAR"
9,Oil & Gas Refining & Marketing,Energy,125.36,91,82,75,60,"VLO,MPC,PSX"
10,Integrated Oil & Gas,Energy,124.44,90,81,47,36,"XOM,CVX"
11,Aerospace & Defense,Industrials,121.35,89,72,68,76,"HII,HWM,LHX,LMT,NOC,RTX,GE,GD,TXT,BA,TDG,AXON"
12,Broadcasting,Communication Services,120.89,88,93,97,94,"WBD,FOX,FOXA"
13,Cargo Ground Transportation,Industrials,120.44,87,88,59,5,"JBHT,ODFL"
14,Air Freight & Logistics,Industrials,120.19,86,95,77,28,"CHRW,FDX,EXPD,UPS"
15,Oil & Gas Exploration & Production,Energy,118.82,85,57,51,18,"TPL,APA,COP,DVN,OXY,FANG,CTRA,EOG,EQT,EXE"
16,Apparel Retail,Consumer Discretionary,117.75,84,70,82,57,"ROST,TJX"
17,Specialty Chemicals,Materials,116.03,83,83,49,17,"ALB,DD,LYB,ECL,IFF,PPG,SHW"
18,Health Care Distributors,Health Care,115.99,82,74,81,53,"CAH,MCK,COR,HSIC"
19,Steel,Materials,115.98,81,94,84,48,"STLD,NUE"
20,Oil & Gas Storage & Transportation,Energy,115.69,80,59,44,24,"TRGP,WMB,KMI,OKE"
21,Semiconductors,Information Technology,115.62,79,86,89,64,"MU,INTC,AMD,MPWR,ADI,NVDA,AVGO,MRVL,ON,TXN,MCHP,FSLR,NXPI,ARM,QCOM,SWKS"
22,Biotechnology,Health Care,115.3,78,78,80,56,"MRNA,GILD,REGN,INSM,AMGN,BIIB,INCY,ABBV,VRTX,ALNY"
23,--- Reference ---,--- Reference ---,114.04,77,46,62,42,"^VIX,QQQ,SPY"
24,Consumer Staples Merchandise Retail,Consumer Staples,113.02,76,77,73,45,"DG,TGT,WMT,DLTR,COST"
25,Pharmaceuticals,Health Care,112.98,75,79,54,16,"VTRS,JNJ,MRK,BMY,LLY,PFE,ZTS"
26,Electronic Manufacturing Services,Information Technology,111.85,74,72,92,95,"JBL,TEL"
27,Fertilizers & Agricultural Chemicals,Materials,110.47,73,43,15,52,"CF,CTVA,MOS"
28,Automobile Manufacturers,Consumer Discretionary,109.8,72,80,91,84,"GM,TSLA,F"
29,Electrical Components & Equipment,Industrials,108.79,71,71,58,69,"GNRC,AME,ROK,EMR,ETN"
30,Multi-Utilities,Utilities,108.29,70,33,48,41,"NEE,PCG,CNP,SRE,NI,XEL,PNW,ED,DTE,AEE,D,CMS"
31,Data Center REITs,Real Estate,107.99,69,26,16,21,"EQIX,DLR"
32,Electric Utilities,Utilities,107.91,68,27,53,63,"EIX,AEP,FE,ETR,EVRG,ES,EXC,DUK,LNT,PPL,SO,WEC,CEG,PEG,VST"
33,Independent Power Producers & Energy Traders,Utilities,107.72,67,69,85,86,"AES,NRG"
34,Rail Transportation,Industrials,107.31,66,64,60,29,"CSX,NSC,UNP"
35,Health Care REITs,Real Estate,106.98,65,54,70,55,"VTR,WELL,DOC"
36,Tobacco,Consumer Staples,106.72,64,63,30,65,"MO,PM"
37,Health Care Facilities,Health Care,106.49,63,68,87,54,"HCA,UHS"
38,Interactive Media & Services,Communication Services,106.28,62,73,88,88,"GOOGL,GOOG,META,MTCH"
39,Integrated Telecommunication Services,Communication Services,105.22,61,51,24,58,"VZ,T"
40,Retail REITs,Real Estate,105.0,60,52,32,38,"O,KIM,SPG,REG,FRT"
41,Other Specialty Retail,Consumer Discretionary,104.32,59,76,71,73,"ULTA,TSCO"
42,Regional Banks,Financials,104.1,58,84,61,67,"CFG,KEY,RF,MTB,FITB,HBAN"
43,Passenger Airlines,Industrials,102.72,57,92,76,75,"LUV,DAL,UAL"
44,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,102.44,56,67,55,20,"MNST,PEP,KO,KDP"
45,Trading Companies & Distributors,Industrials,102.19,55,56,29,87,"FAST,URI"
46,Industrial Conglomerates,Industrials,101.75,54,61,46,37,"HON,MMM"
47,Hotel & Resort REITs,Real Estate,101.71,53,41,27,50,"HST,VICI"
48,Health Care Services,Health Care,101.46,52,42,33,39,"DVA,CVS,DGX,LH,CI"
49,Industrial Machinery & Supplies & Components,Industrials,101.07,51,65,36,27,"PH,NDSN,HUBB,DOV,SNA,IEX,GWW,ITW,IR,FTV,SWK,OTIS,XYL,PNR"
50,Investment Banking & Brokerage,Financials,100.54,50,66,94,96,"GS,IBKR,MS,SCHW,RJF,HOOD"
51,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,100.45,49,60,65,71,"TPR,RL,NKE,LULU"
52,Diversified Banks,Financials,99.91,48,75,72,79,"C,USB,PNC,TFC,JPM,BAC,WFC"
53,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,99.62,47,58,45,81,"MAR,HLT,EXPE,RCL,CCL,ABNB,NCLH,BKNG"
54,Self-Storage REITs,Real Estate,99.54,46,23,12,14,"PSA,EXR"
55,Broadline Retail,Consumer Discretionary,99.07,45,24,56,77,"EBAY,AMZN"
56,Multi-line Insurance,Financials,98.57,44,49,52,34,"L,AIZ,AIG"
57,Property & Casualty Insurance,Financials,97.79,43,39,41,32,"CB,TRV,HIG,CINF,ALL,ACGL,WRB,PGR"
