ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,70.35,23.29,-1.91,-2.79,1.38,21.12,13.65,69.45
AEE,2026-03-19,2026-04-09,,,108.6264,,,,PENDING,,,114.32,15.26,1.29,3.19,3.56,16.18,10.82,24.68
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,137.15,19.88,1.81,4.16,3.66,21.58,17.91,39.54
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.41,1.68,0.07,1.48,1.41,0.9,2.54,42.51
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,174.53,11.77,-1.3,1.04,3.01,4.63,33.77,13.81
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,297.74,22.17,0.38,2.87,8.9,14.41,11.41,18.0
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,332.94,6.99,0.09,1.77,2.67,8.9,15.45,22.14
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,79.94,15.17,1.42,2.59,4.59,15.78,10.02,16.1
COHR,2026-02-05,2026-02-09,2026-02-10,232.2,189.3103,-18.47%,317.9794,189.3103,PENDING,,,284.17,53.96,0.84,14.68,9.03,48.3,150.24,437.9
COST,2026-03-06,2026-04-08,2026-04-09,1028.0,970.2565,-5.62%,1143.4869,970.2565,PENDING,,,1032.03,19.84,0.17,3.56,3.48,17.09,13.13,14.27
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,83.56,24.94,-0.48,-0.3,9.5,22.19,27.99,51.84
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,218.32,12.08,0.75,5.32,3.83,9.75,33.32,45.7
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,38.04,64.63,-3.16,-6.51,12.25,55.2,73.61,47.58
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,114.98,16.68,1.24,0.94,3.31,16.62,16.8,12.73
EIX,2026-03-20,2026-04-09,,,69.0894,,,,PENDING,,,75.82,28.18,1.98,3.04,6.67,29.7,43.3,48.02
EQIX,2026-03-09,2026-04-01,2026-04-02,989.8,920.4643,-7.01%,1128.4714,920.4643,PENDING,,,1031.5699,35.38,1.37,3.57,7.9,33.56,32.58,41.16
ETN,2025-12-12,2026-02-11,2026-02-12,398.7566,329.4277,-17.39%,537.4144,329.4277,PENDING,,,400.44,26.11,3.85,9.54,10.91,24.49,8.29,60.14
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,117.44,27.89,2.47,3.4,12.1,29.46,23.99,52.08
FAST,2026-03-20,2026-04-09,,,43.6922,,,,PENDING,,,49.1,23.03,1.91,5.3,6.05,21.58,4.59,38.95
FFIV,2026-03-27,2026-04-06,2026-04-07,307.2,279.9498,-8.87%,361.7005,279.9498,PENDING,,,294.59,15.41,-3.34,-0.36,2.95,9.95,-10.94,20.99
FIX,2026-03-05,2026-04-08,2026-04-09,1531.51,1309.3098,-14.51%,1975.9104,1309.3098,PENDING,,,1574.45,68.79,3.23,10.22,13.79,52.18,93.04,405.85
HSY,2026-01-23,2026-02-04,2026-02-05,217.4223,188.0843,-13.49%,276.0984,188.0843,PENDING,,,210.84,16.62,0.89,3.92,-3.73,17.86,10.02,33.65
HUBB,2026-02-27,2026-04-09,,,505.426,,,,PENDING,,,534.67,20.72,1.41,6.85,11.84,14.51,30.27,70.82
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,293.02,28.55,2.05,7.74,16.67,30.59,44.72,141.98
KEYS,2026-03-30,2026-04-08,2026-04-09,318.0,268.0822,-15.70%,417.8355,268.0822,PENDING,,,322.94,58.93,1.45,11.42,13.1,52.1,89.89,148.63
KLAC,2025-11-20,2026-01-05,2026-01-06,1367.5331,1096.6408,-19.81%,1909.3176,1096.6408,PENDING,,,1727.26,42.34,3.28,13.65,18.88,27.2,59.71,187.84
LNT,2026-03-19,2026-04-09,,,70.6918,,,,PENDING,,,73.72,14.32,1.0,2.47,3.77,15.05,10.0,27.22
MCD,2026-01-02,2026-02-04,2026-02-05,323.2741,300.9971,-6.89%,367.8282,300.9971,PENDING,,,309.55,1.85,0.83,0.74,-5.61,2.34,5.68,5.61
