ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ABNB,2026-01-14,2026-04-17,2026-04-20,141.0,132.7253,-5.87%,157.5494,132.7253,PENDING,,,141.06,3.93,-1.23,-1.76,7.63,5.75,10.77,15.9
ADI,2026-03-03,2026-04-17,2026-04-20,373.02,337.955,-9.40%,443.1499,337.955,PENDING,,,392.59,45.21,-1.75,3.03,25.26,29.54,62.44,104.16
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,70.54,23.62,1.89,3.17,-2.47,5.49,14.65,49.71
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,135.07,18.06,0.25,1.34,4.83,15.35,18.1,30.81
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.49,2.24,0.0,0.07,3.43,0.28,4.56,51.37
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,184.7,18.28,-2.59,-3.63,4.16,10.17,35.81,0.23
ALL,2026-03-12,2026-04-15,2026-04-16,217.12,203.3629,-6.34%,244.6342,203.3629,PENDING,,,214.2,3.43,0.62,-0.44,3.4,9.83,11.23,12.09
AMZN,2025-12-15,2026-04-24,2026-04-27,263.425,222.5218,-15.53%,345.2313,222.5218,PENDING,,,261.12,13.13,-1.09,5.17,25.82,9.52,18.11,39.98
ANET,2026-02-23,2026-04-13,2026-04-14,153.99,126.6259,-17.77%,208.7182,126.6259,PENDING,,,172.47,31.63,-2.51,3.37,40.73,20.0,12.9,129.07
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,302.38,24.08,0.21,2.1,3.79,15.86,20.23,15.49
BKR,2026-03-03,2026-04-24,2026-04-27,70.03,62.0701,-11.37%,85.9498,62.0701,PENDING,,,68.38,50.72,-0.81,15.57,9.65,21.94,41.06,91.77
CAT,2026-03-03,2026-04-10,2026-04-13,786.9218,708.6633,-9.94%,943.4389,708.6633,PENDING,,,828.79,45.29,-0.24,3.81,18.09,30.58,59.91,173.01
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,324.6,4.31,-0.47,-1.63,0.09,7.27,15.06,15.83
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,76.05,9.57,-0.29,-1.29,-0.37,7.11,3.54,5.68
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,79.42,18.75,-0.48,-1.08,-4.0,9.59,25.73,29.96
DELL,2026-03-31,2026-04-13,2026-04-14,184.9777,156.4635,-15.41%,242.0059,156.4635,PENDING,,,215.97,72.85,-0.06,6.07,23.22,86.87,41.08,132.26
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,226.23,16.14,0.65,1.95,8.14,9.17,25.47,34.75
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,38.1,64.89,-1.45,3.62,-3.47,36.8,59.62,36.69
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,108.83,10.44,-0.21,-0.77,-2.41,4.87,9.75,1.05
ETN,2025-12-12,2026-02-11,2026-02-12,398.7566,329.4281,-17.39%,537.4135,329.4281,PENDING,,,416.77,31.26,-1.69,2.26,16.71,25.82,12.57,47.0
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,113.44,23.54,-0.18,-0.19,10.29,20.23,20.15,37.17
FFIV,2026-03-27,2026-04-06,2026-04-07,307.2,279.9498,-8.87%,361.7005,279.9498,PENDING,,,297.72,16.63,-1.79,-5.18,1.56,11.32,-1.37,11.02
FIX,2026-03-05,2026-04-08,2026-04-09,1531.51,1309.3098,-14.51%,1975.9104,1309.3098,PENDING,,,1794.04,92.33,3.93,6.78,32.04,59.19,117.71,378.22
FRT,2026-03-09,2026-04-14,2026-04-15,109.98,104.4862,-5.00%,120.9676,104.4862,PENDING,,,111.17,12.74,0.12,-1.03,8.36,10.63,12.76,21.73
GL,2026-03-06,2026-04-23,2026-04-24,154.63,139.4678,-9.81%,184.9544,139.4678,PENDING,,,152.07,9.2,-0.32,0.64,9.82,10.39,12.55,23.76
HLT,2026-03-06,2026-04-17,2026-04-20,339.86,292.0818,-14.06%,435.4163,292.0818,PENDING,,,332.45,15.79,-0.95,-3.04,10.19,11.94,24.35,51.89
HST,2026-03-09,2026-04-14,2026-04-15,20.84,18.3579,-11.91%,25.8042,18.3579,PENDING,,,20.88,19.02,-0.1,-1.93,8.66,12.67,29.37,58.25
HUBB,2026-02-27,2026-04-09,2026-04-10,537.17,505.426,-5.91%,600.6579,505.426,PENDING,,,555.34,25.39,0.41,1.67,15.29,14.38,28.95,56.05
IBKR,2026-02-05,2026-04-15,2026-04-16,80.2,68.9865,-13.98%,102.6271,68.9865,PENDING,,,77.59,20.78,1.27,-4.5,17.21,3.08,15.78,84.53
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,340.8,49.51,-0.25,3.19,29.02,40.98,65.1,133.58
KEYS,2026-03-30,2026-04-08,2026-04-09,318.0,268.0822,-15.70%,417.8355,268.0822,PENDING,,,340.64,67.65,-1.82,1.64,21.19,58.91,102.3,136.9
LIN,2026-03-24,2026-04-24,2026-04-27,510.28,475.4228,-6.83%,579.9944,475.4228,PENDING,,,510.75,20.19,0.09,2.53,3.08,12.62,14.28,15.15
MAR,2026-03-06,2026-04-17,2026-04-20,375.36,319.3706,-14.92%,487.3388,319.3706,PENDING,,,360.67,16.48,-1.76,-4.77,10.72,14.1,34.31,54.1
MGM,2026-01-05,2026-04-15,2026-04-16,38.2,35.844,-6.17%,42.912,35.844,PENDING,,,40.55,11.13,2.55,2.92,7.93,18.91,22.62,29.06
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,48.7,65.14,-4.0,-10.79,-9.09,1.48,85.52,77.8
NDAQ,2026-03-27,2026-04-27,,,81.3211,,,,PENDING,,,90.43,-6.6,0.59,3.02,7.94,-8.27,2.44,22.46
NEE,2026-03-20,2026-04-23,2026-04-24,97.24,89.4624,-8.00%,112.7952,89.4624,PENDING,,,94.83,18.93,-0.47,3.06,4.03,11.71,15.46,47.17
NTRS,2026-02-12,2026-04-16,2026-04-17,158.68,142.0693,-10.47%,191.9014,142.0693,PENDING,,,167.81,23.55,2.32,5.55,21.62,12.76,36.1,86.19
NUE,2026-02-13,2026-04-20,2026-04-21,202.66,180.7145,-10.83%,246.551,180.7145,PENDING,,,215.0,32.26,0.33,6.3,29.95,21.43,56.35,89.31
ON,2026-03-02,2026-04-16,2026-04-17,80.34,64.357,-19.89%,112.306,64.357,PENDING,,,98.04,81.05,-0.37,14.59,61.06,60.38,89.34,145.35
ORCL,2026-04-09,2026-04-16,2026-04-17,182.93,136.5478,-25.36%,275.6944,136.5478,PENDING,,,172.96,-10.72,-0.18,-2.6,21.53,-4.87,-37.86,27.04
PFE,2026-02-03,2026-02-06,2026-02-09,27.18,25.3501,-6.73%,30.8398,25.3501,PENDING,,,26.79,9.39,-0.78,-2.65,-2.83,3.52,12.36,26.14
PFG,2026-02-10,2026-04-22,2026-04-23,96.48,92.6519,-3.97%,104.1362,92.6519,PENDING,,,99.74,14.09,0.4,3.69,12.14,8.21,27.88,38.13
PSA,2026-03-09,2026-04-20,2026-04-21,311.79,294.2711,-5.62%,346.8278,294.2711,PENDING,,,305.48,18.92,-0.91,-2.14,13.98,10.7,1.87,8.38
Q,2025-12-15,2026-02-10,2026-02-11,110.5491,76.4433,-30.85%,178.7606,76.4433,PENDING,,,143.85,76.29,-0.44,4.16,27.55,48.79,,
REG,2026-03-09,2026-04-14,2026-04-15,79.44,76.1511,-4.14%,86.0178,76.1511,PENDING,,,79.95,16.95,-0.3,-1.44,7.5,13.26,12.64,16.52
RL,2026-03-02,2026-04-20,2026-04-21,389.37,350.1765,-10.07%,467.757,350.1765,PENDING,,,370.38,5.03,-0.23,-4.91,11.32,3.07,10.72,70.21
SBAC,2025-12-03,2026-04-06,2026-04-07,211.15,184.047,-12.84%,265.356,184.047,PENDING,,,215.0,11.91,-2.04,-2.45,29.39,15.34,11.0,-1.36
