Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Open,High,Low,Close
1,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,402.94,99,99,99,99,398.4750061035156,402.0,381.760009765625,389.1000061035156
2,CIEN,Information Technology,Communications Equipment,S&P 500,380.33,99,99,98,99,511.5,518.1500244140625,467.19000244140625,498.9700012207031
3,STX,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,314.07,99,99,99,97,580.010009765625,586.0,563.2999877929688,579.8800048828125
4,COHR,Information Technology,Electronic Components,S&P 500,289.06,99,99,98,94,352.8900146484375,364.7749938964844,338.1000061035156,350.4700012207031
5,MU,Information Technology,Semiconductors,S&P 500,288.93,99,99,99,99,462.8500061035156,491.9800109863281,458.55999755859375,487.4800109863281
6,TER,Information Technology,Semiconductor Materials & Equipment,S&P 500,277.5,99,99,98,92,388.8900146484375,390.79998779296875,376.3500061035156,385.17999267578125
7,SATS,Communication Services,Wireless Telecommunication Services,S&P 500,238.77,98,98,99,99,126.76499938964844,127.38079833984375,119.68000030517578,122.36000061035156
8,FIX,Industrials,Construction & Engineering,S&P 500,237.35,98,98,97,98,1715.0,1730.260009765625,1677.0899658203125,1724.489990234375
9,GLW,Information Technology,Electronic Components,S&P 500,225.78,98,98,94,96,168.0,172.9499969482422,163.07000732421875,168.75999450683594
10,VRT,Industrials,Electrical Components & Equipment,S&P 500,208.07,98,98,86,96,305.32000732421875,312.9800109863281,296.79998779296875,305.1400146484375
11,LRCX,Information Technology,Semiconductor Materials & Equipment,S&P 500,199.02,98,98,99,97,261.7099914550781,266.1300048828125,257.3999938964844,265.54998779296875
12,MRVL,Technology,Semiconductors,Nasdaq 100,194.01,97,78,34,65,153.66000366210938,158.68499755859375,151.08999633789062,157.32000732421875
13,GEV,Industrials,Heavy Electrical Equipment,S&P 500,188.25,97,97,88,90,1076.1600341796875,1142.0,1074.219970703125,1127.56005859375
14,ALB,Materials,Specialty Chemicals,S&P 500,183.02,97,97,99,89,200.0,201.67100524902344,188.53500366210938,194.22000122070312
15,INTC,Information Technology,Semiconductors,S&P 500,181.84,97,94,97,98,67.95999908447266,68.7699966430664,64.9800033569336,65.2699966430664
16,KEYS,Information Technology,Electronic Equipment & Instruments,S&P 500,172.17,97,96,86,54,342.7099914550781,344.6799011230469,338.44000244140625,338.9700012207031
17,MPWR,Information Technology,Semiconductors,S&P 500,167.64,96,89,90,96,1545.06005859375,1560.0882568359375,1519.2099609375,1522.0400390625
18,AMAT,Information Technology,Semiconductor Materials & Equipment,S&P 500,167.63,96,97,97,87,400.0,404.0799865722656,391.260009765625,403.4800109863281
19,DELL,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,167.29,96,93,16,93,215.00999450683594,217.38999938964844,213.64109802246094,214.64999389648438
20,APA,Energy,Oil & Gas Exploration & Production,S&P 500,163.49,96,97,80,72,37.81999969482422,38.2400016784668,37.64500045776367,38.060001373291016
21,AMD,Information Technology,Semiconductors,S&P 500,161.56,96,86,96,97,291.2099914550781,304.1000061035156,286.1400146484375,303.4599914550781
22,KLAC,Information Technology,Semiconductor Materials & Equipment,S&P 500,158.1,95,95,97,96,1812.989990234375,1814.3399658203125,1776.6400146484375,1812.06005859375
23,WBD,Communication Services,Broadcasting,S&P 500,155.61,95,96,98,98,27.350000381469727,27.3799991607666,27.270000457763672,27.329999923706055
24,CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,155.59,95,96,94,90,812.5,817.8499755859375,805.4810180664062,808.8699951171875
25,ON,Information Technology,Semiconductors,S&P 500,149.89,95,79,78,25,88.72000122070312,89.69329833984375,87.0199966430664,88.98999786376953
26,JBL,Information Technology,Electronic Manufacturing Services,S&P 500,149.57,95,89,82,86,334.95001220703125,336.80999755859375,328.95001220703125,336.3999938964844
27,ANET,Information Technology,Communications Equipment,S&P 500,141.12,94,75,76,94,174.39999389648438,178.47999572753906,171.13999938964844,177.72999572753906
28,MRNA,Health Care,Biotechnology,S&P 500,140.83,94,96,95,1,55.400001525878906,55.93000030517578,54.349998474121094,55.599998474121094
29,ADI,Information Technology,Semiconductors,S&P 500,140.26,94,87,91,64,380.94000244140625,383.6000061035156,378.25,381.4200134277344
30,PWR,Industrials,Construction & Engineering,S&P 500,140.03,94,95,80,87,612.9299926757812,620.6799926757812,610.0,613.780029296875
31,CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,139.62,94,90,94,81,649.510009765625,650.3699951171875,638.469970703125,639.219970703125
32,AVGO,Information Technology,Semiconductors,S&P 500,139.43,93,71,74,97,406.9800109863281,423.20001220703125,404.8599853515625,422.6499938964844
33,VLO,Energy,Oil & Gas Refining & Marketing,S&P 500,138.42,93,96,84,86,236.39999389648438,236.98500061035156,231.88999938964844,234.36000061035156
34,ASML,Technology,Industrial Machinery,Nasdaq 100,138.35,93,95,97,95,1475.8800048828125,1476.47998046875,1378.300048828125,1443.6600341796875
35,FCX,Materials,Copper,S&P 500,138.15,93,84,94,48,69.38999938964844,70.48500061035156,69.22000122070312,70.36000061035156
36,STLD,Materials,Steel,S&P 500,137.81,93,77,83,84,224.16000366210938,228.19000244140625,222.4600067138672,227.4600067138672
37,FDX,Industrials,Air Freight & Logistics,S&P 500,136.09,93,92,83,52,395.95001220703125,396.0249938964844,385.3500061035156,385.95001220703125
38,HAL,Energy,Oil & Gas Equipment & Services,S&P 500,135.9,92,94,93,69,39.0099983215332,39.529998779296875,38.790000915527344,39.11000061035156
39,ARM,Technology,Semiconductors,Nasdaq 100,135.81,92,56,2,85,180.0,196.66000366210938,178.47500610351562,196.57000732421875
40,EME,Industrials,Construction & Engineering,S&P 500,133.3,92,91,76,95,850.0999755859375,860.47998046875,838.6400146484375,860.0
41,GOOGL,Communication Services,Interactive Media & Services,S&P 500,132.24,92,87,95,94,337.0199890136719,339.82000732421875,335.1700134277344,339.32000732421875
42,JBHT,Industrials,Cargo Ground Transportation,S&P 500,131.81,92,86,88,62,253.85499572753906,253.85499572753906,246.19000244140625,247.02999877929688
43,NUE,Materials,Steel,S&P 500,131.38,91,75,90,68,211.10000610351562,216.25999450683594,210.12100219726562,214.25999450683594
44,CHRW,Industrials,Air Freight & Logistics,S&P 500,131.1,91,90,96,79,183.99000549316406,185.72000122070312,181.77999877929688,182.35000610351562
45,DOW,Materials,Commodity Chemicals,S&P 500,130.78,91,94,38,7,38.5,38.997501373291016,38.290000915527344,38.810001373291016
46,GOOG,Communication Services,Interactive Media & Services,S&P 500,130.67,91,86,95,93,334.885009765625,338.0299987792969,332.9599914550781,337.7300109863281
47,HPE,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,128.83,91,74,36,83,28.8799991607666,29.09000015258789,28.420000076293945,28.510000228881836
48,CF,Materials,Fertilizers & Agricultural Chemicals,S&P 500,128.47,90,95,49,33,121.19000244140625,122.61000061035156,119.54000091552734,122.45999908447266
49,VTRS,Health Care,Pharmaceuticals,S&P 500,128.09,90,88,92,61,14.8100004196167,14.850000381469727,14.359999656677246,14.520000457763672
50,Q,Information Technology,Semiconductor Materials & Equipment,S&P 500,128.06,90,87,35,32,137.3800048828125,139.7899932861328,136.0,139.25
51,ROST,Consumer Discretionary,Apparel Retail,S&P 500,127.84,90,92,82,68,227.14500427246094,228.61000061035156,224.67999267578125,226.33999633789062
52,CASY,Consumer Staples,Food Retail,S&P 500,127.43,90,88,82,71,786.1300048828125,787.0,774.4400024414062,782.9099731445312
53,TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,127.06,89,91,92,94,151.5399932861328,152.4499969482422,145.52499389648438,146.1699981689453
54,SLB,Energy,Oil & Gas Equipment & Services,S&P 500,125.37,89,90,91,35,53.5,54.84000015258789,53.189998626708984,54.349998474121094
55,NEM,Materials,Gold,S&P 500,125.33,89,91,98,95,111.48999786376953,112.8499984741211,110.4000015258789,111.8499984741211
56,C,Financials,Diversified Banks,S&P 500,124.8,89,82,88,88,132.40499877929688,132.42999267578125,129.39999389648438,129.72999572753906
57,STT,Financials,Asset Management & Custody Banks,S&P 500,124.55,89,74,79,78,154.3800048828125,154.6199951171875,151.97999572753906,152.39999389648438
58,EQIX,Real Estate,Data Center REITs,S&P 500,124.08,88,81,24,27,1096.780029296875,1107.52001953125,1095.9300537109375,1102.280029296875
59,LYB,Materials,Specialty Chemicals,S&P 500,123.97,88,94,18,1,71.79000091552734,72.62999725341797,71.08999633789062,72.0
60,DVN,Energy,Oil & Gas Exploration & Production,S&P 500,123.86,88,92,70,24,46.0,47.314998626708984,45.970001220703125,47.119998931884766
61,TRGP,Energy,Oil & Gas Storage & Transportation,S&P 500,123.34,88,90,65,13,235.0,236.8000030517578,234.14500427246094,236.72999572753906
62,APH,Information Technology,Electronic Components,S&P 500,122.34,88,82,95,96,148.1300048828125,151.25,145.41000366210938,148.1300048828125
63,GNRC,Industrials,Electrical Components & Equipment,S&P 500,122.1,87,93,48,78,218.47000122070312,219.5,212.3699951171875,213.69000244140625
64,BG,Consumer Staples,Agricultural Products & Services,S&P 500,121.72,87,94,90,78,127.05999755859375,127.57499694824219,124.86000061035156,125.7699966430664
65,OXY,Energy,Oil & Gas Exploration & Production,S&P 500,121.26,87,92,34,17,56.61000061035156,57.10499954223633,56.20000076293945,57.04999923706055
66,NTRS,Financials,Asset Management & Custody Banks,S&P 500,121.22,87,73,87,70,171.74000549316406,172.58999633789062,166.8300018310547,167.8300018310547
