ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADM,2025-11-04,2026-01-14,2026-01-15,63.9381,56.9357,-10.95%,77.9427,56.9357,PENDING,,,73.83,29.39,2.02,2.07,9.83,29.39,26.6,58.54
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,132.68,15.97,0.77,2.97,-0.63,15.97,19.54,26.52
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,170.6,9.25,-1.23,-3.8,-6.35,9.25,33.78,7.92
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,328.33,5.5,0.36,1.24,-1.45,5.5,17.02,9.62
CMCSA,2026-01-29,2026-01-30,2026-02-02,29.2795,27.5481,-5.91%,32.7423,27.5481,PENDING,,,27.93,2.05,-0.43,-1.62,-11.95,2.05,-1.42,-14.52
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,78.58,13.21,0.85,2.95,0.59,13.21,10.22,7.74
COHR,2026-02-05,2026-02-09,2026-02-10,232.2,189.3103,-18.47%,317.9794,189.3103,PENDING,,,258.16,39.87,4.18,6.11,-6.08,39.87,125.17,305.27
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,85.46,27.78,1.97,3.3,9.56,27.78,39.71,35.79
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,205.38,5.43,-0.93,-1.83,-7.42,5.43,24.06,17.65
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,41.4,79.17,1.74,4.89,28.01,79.17,84.44,27.71
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,115.43,17.13,1.33,3.51,2.61,17.13,19.49,8.38
EQIX,2026-03-09,2026-04-01,2026-04-02,992.0,920.4643,-7.21%,1135.0715,920.4643,PENDING,,,1000.37,31.28,0.44,3.84,3.23,31.28,30.75,25.29
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,114.9,25.13,1.16,11.71,7.9,25.13,24.65,37.81
EVRG,2025-11-03,2026-02-10,2026-02-11,78.0718,74.7565,-4.25%,84.7025,74.7565,PENDING,,,82.84,15.24,0.68,3.03,-0.93,15.24,10.6,24.57
HSY,2026-01-23,2026-02-04,2026-02-05,217.4223,188.0843,-13.49%,276.0984,188.0843,PENDING,,,206.19,14.05,1.63,-2.01,-11.14,14.05,10.76,25.29
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,268.55,17.81,-1.25,1.67,5.24,17.81,25.09,97.16
KLAC,2025-11-20,2026-01-05,2026-01-06,1367.5331,1096.6408,-19.81%,1909.3176,1096.6408,PENDING,,,1516.84,25.0,-0.2,4.53,2.77,25.0,34.77,123.95
LHX,2025-11-24,2026-01-05,2026-01-06,310.5981,272.6801,-12.21%,386.4341,272.6801,PENDING,,,356.0,21.69,0.59,1.91,-3.12,21.69,19.39,72.63
MCD,2026-01-02,2026-02-04,2026-02-05,323.2741,300.9971,-6.89%,367.8282,300.9971,PENDING,,,307.14,1.06,-0.05,-0.58,-7.42,1.06,3.39,0.2
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,49.2,66.84,-1.66,-8.16,-14.88,66.84,78.26,81.15
MRVL,2026-02-03,2026-04-01,2026-04-02,102.295,75.2423,-26.45%,156.4004,75.2423,PENDING,,,107.11,26.13,0.37,9.65,37.16,26.13,27.86,71.48
NEE,2025-11-21,2026-01-27,2026-01-28,87.1259,81.6292,-6.31%,98.1193,81.6292,PENDING,,,93.15,16.82,0.32,2.18,0.59,16.82,20.02,35.25
NOC,2025-11-10,2026-01-14,2026-01-15,638.3256,555.0568,-13.04%,804.8633,555.0568,PENDING,,,702.5,23.59,0.79,1.52,-6.81,23.59,16.88,39.11
PFE,2026-02-03,2026-02-06,2026-02-09,27.18,25.3501,-6.73%,30.8398,25.3501,PENDING,,,28.32,15.64,-0.81,2.72,6.39,15.64,7.69,23.78
PPL,2025-11-03,2026-02-24,2026-02-25,37.7769,35.3298,-6.48%,42.671,35.3298,PENDING,,,38.64,11.16,0.7,2.93,0.88,11.16,7.26,10.56
Q,2025-12-15,2026-02-10,2026-02-11,110.5491,76.4433,-30.85%,178.7606,76.4433,PENDING,,,116.53,42.81,-1.71,3.33,-2.92,42.81,,
SLB,2025-12-16,2026-01-05,2026-01-06,44.0204,37.3466,-15.16%,57.3681,37.3466,PENDING,,,49.44,29.58,-1.18,-5.49,3.24,29.58,42.85,20.74
SRE,2025-11-03,2026-02-26,2026-02-27,95.5141,89.0965,-6.72%,108.3494,89.0965,PENDING,,,99.2,13.14,1.84,3.83,4.72,13.14,12.73,42.85
TPR,2026-01-20,2026-02-05,2026-02-06,145.0411,127.958,-11.78%,179.2074,127.958,PENDING,,,141.2,10.81,-2.18,-0.15,-9.77,10.81,24.81,96.52
TSN,2026-01-05,2026-01-20,2026-01-21,60.6399,56.3948,-7.00%,69.1301,56.3948,PENDING,,,64.63,11.14,0.51,2.65,2.72,11.14,20.67,6.03
TT,2025-12-12,2026-02-09,2026-02-10,459.4517,389.3621,-15.26%,599.6311,389.3621,PENDING,,,427.07,9.99,-0.25,4.9,-3.81,9.99,0.63,25.86
VRT,2025-11-07,2026-02-11,2026-02-12,243.892,169.8939,-30.34%,391.888,169.8939,PENDING,,,261.29,61.32,0.74,3.52,4.01,61.32,61.8,247.57
