ticker,almost_up_cond_date,breakout_date,trade_date,trade_price,stop_loss_price,stop_loss_pct_vs_trade,target_gain_price,stop_loss_threshold,trade_outcome,exit_date,exit_price,current_price,YTD%,1D%,1W%,1M%,3M%,6M%,1Y%
ADM,2026-02-03,2026-03-02,2026-03-03,68.44,64.39,-5.92%,76.54,64.39,PENDING,,,69.82,22.36,0.13,-4.85,-3.7,13.57,15.71,62.87
AEE,2026-03-19,2026-04-09,2026-04-10,113.99,108.6264,-4.71%,124.7171,108.6264,PENDING,,,111.78,12.7,-1.47,0.31,1.62,12.64,10.05,19.37
AEP,2025-12-02,2026-02-12,2026-02-13,127.32,117.8898,-7.41%,146.1804,117.8898,PENDING,,,134.46,17.53,-1.35,1.59,1.69,15.92,16.83,35.76
AES,2025-12-17,2026-01-02,2026-01-05,14.7948,13.2368,-10.53%,17.9108,13.2368,PENDING,,,14.4,1.61,0.07,0.49,1.27,1.75,1.27,36.66
ALGN,2026-01-29,2026-02-05,2026-02-06,177.89,160.8126,-9.60%,212.0447,160.8126,PENDING,,,180.67,15.7,4.35,5.12,8.24,4.56,37.01,9.48
ANET,2026-02-23,2026-04-13,,,126.6259,,,,PENDING,,,152.02,16.02,3.17,20.41,13.42,23.7,-3.92,100.03
APD,2026-02-13,2026-04-08,2026-04-09,295.0,273.4019,-7.32%,338.1962,273.4019,PENDING,,,298.65,22.55,-0.02,1.54,3.46,13.96,15.23,13.49
CAT,2026-03-03,2026-04-10,2026-04-13,788.42,710.0125,-9.94%,945.235,710.0125,PENDING,,,791.73,38.53,0.14,9.77,12.99,28.49,59.06,166.64
CB,2026-01-05,2026-02-04,2026-02-05,329.0287,306.2862,-6.91%,374.5136,306.2862,PENDING,,,329.98,6.03,0.63,0.94,0.42,7.87,16.4,16.67
CMS,2026-01-05,2026-02-13,2026-02-17,76.58,68.151,-11.01%,93.438,68.151,PENDING,,,78.45,13.02,-1.17,0.15,2.18,12.93,8.67,13.63
COHR,2026-02-05,2026-02-09,2026-02-10,232.2,189.3103,-18.47%,317.9794,189.3103,PENDING,,,307.93,66.84,0.14,21.61,27.63,72.94,151.68,388.47
COST,2026-03-06,2026-04-08,2026-04-09,1029.49,970.2565,-5.75%,1147.9569,970.2565,PENDING,,,980.85,13.9,-1.76,-3.7,-2.24,6.2,4.32,2.18
CTVA,2026-03-05,2026-03-25,2026-03-26,81.74,76.4073,-6.52%,92.4053,76.4073,PENDING,,,83.51,24.87,-0.38,-0.88,4.71,21.92,33.74,44.0
DELL,2026-03-31,2026-04-13,,,156.9476,,,,PENDING,,,189.79,51.43,6.74,9.59,26.6,58.03,22.67,129.62
DOV,2026-01-29,2026-02-03,2026-02-04,212.3727,198.9618,-6.31%,239.1945,198.9618,PENDING,,,219.24,12.55,0.98,5.67,7.58,8.84,35.77,33.62
DOW,2026-02-20,2026-03-11,2026-03-12,35.75,29.1792,-18.38%,48.8916,29.1792,PENDING,,,40.11,73.59,2.82,-1.11,6.73,54.14,86.54,43.42
ED,2026-01-05,2026-01-16,2026-01-20,103.1993,96.2617,-6.72%,117.0744,96.2617,PENDING,,,111.89,13.54,-1.47,-2.37,-1.1,13.67,12.81,9.32
EIX,2026-03-20,2026-04-09,2026-04-10,75.81,68.2651,-9.95%,90.8998,68.2651,PENDING,,,72.39,23.86,-4.4,-0.44,3.25,20.12,40.08,36.8
EQIX,2026-03-09,2026-04-01,2026-04-02,989.8,920.4643,-7.01%,1128.4714,920.4643,PENDING,,,1056.84,38.69,2.58,4.01,8.79,32.77,32.25,35.6
ETN,2025-12-12,2026-02-11,2026-02-12,398.7566,329.4277,-17.39%,537.4144,329.4277,PENDING,,,403.36,27.03,0.09,10.85,15.7,24.69,7.27,43.59
ETR,2026-03-19,2026-03-27,2026-03-30,111.54,102.3872,-8.21%,129.8456,102.3872,PENDING,,,115.33,25.6,-0.98,0.66,10.34,24.13,22.22,47.18
FAST,2026-03-20,2026-04-09,2026-04-10,49.27,43.6922,-11.32%,60.4256,43.6922,PENDING,,,45.8,14.76,-6.85,-0.15,1.22,9.7,-0.89,22.3
FFIV,2026-03-27,2026-04-06,2026-04-07,307.2,279.9498,-8.87%,361.7005,279.9498,PENDING,,,298.07,16.77,2.85,-3.11,5.44,10.68,-12.93,12.85
FIX,2026-03-05,2026-04-08,2026-04-09,1531.51,1309.3098,-14.51%,1975.9104,1309.3098,PENDING,,,1627.8101,74.51,2.2,13.51,18.49,61.19,95.24,357.55
HSY,2026-01-23,2026-02-04,2026-02-05,217.4223,188.0843,-13.49%,276.0984,188.0843,PENDING,,,197.61,9.3,-2.32,-4.98,-8.3,5.2,4.08,24.07
HUBB,2026-02-27,2026-04-09,2026-04-10,537.17,505.426,-5.91%,600.6579,505.426,PENDING,,,539.79,21.87,0.71,8.13,15.24,15.03,29.64,55.27
JBL,2026-03-09,2026-03-25,2026-03-26,277.07,235.6857,-14.94%,359.8387,235.6857,PENDING,,,305.37,33.96,1.96,14.17,21.11,35.07,49.28,122.63
KEYS,2026-03-30,2026-04-08,2026-04-09,318.0,268.0822,-15.70%,417.8355,268.0822,PENDING,,,331.11,62.96,2.14,13.04,17.09,59.73,93.52,132.36
KLAC,2025-11-20,2026-01-05,2026-01-06,1367.5331,1096.6408,-19.81%,1909.3176,1096.6408,PENDING,,,1768.78,45.76,1.81,14.85,25.48,26.51,68.4,153.4
LNT,2026-03-19,2026-04-09,2026-04-10,73.4,70.6918,-3.69%,78.8165,70.6918,PENDING,,,72.51,12.44,-0.81,0.08,1.31,12.43,9.53,23.87
MCD,2026-01-02,2026-02-04,2026-02-05,323.2741,300.9971,-6.89%,367.8282,300.9971,PENDING,,,304.51,0.19,-0.38,-1.69,-5.99,-0.36,4.85,2.5
MRNA,2026-02-11,2026-03-04,2026-03-05,56.955,36.6574,-35.64%,97.5502,36.6574,PENDING,,,50.68,71.85,-0.55,3.92,-5.08,47.76,84.09,90.03
MRVL,2026-02-03,2026-04-01,2026-04-02,102.2488,75.2047,-26.45%,156.3372,75.2047,PENDING,,,131.3,54.7,2.19,19.96,49.84,57.85,45.07,116.21
NEE,2025-11-21,2026-01-27,2026-01-28,87.1259,81.6292,-6.31%,98.1193,81.6292,PENDING,,,92.3,15.76,-1.89,-0.46,0.62,16.32,11.77,40.64
PFE,2026-02-03,2026-02-06,2026-02-09,27.18,25.3501,-6.73%,30.8398,25.3501,PENDING,,,27.34,11.64,1.56,-1.76,1.79,9.1,12.07,30.39
Q,2025-12-15,2026-02-10,2026-02-11,110.5491,76.4433,-30.85%,178.7606,76.4433,PENDING,,,135.02,65.47,3.34,13.59,26.14,49.6,,
SBAC,2025-12-03,2026-04-06,2026-04-07,211.15,184.047,-12.84%,265.356,184.047,PENDING,,,220.24,14.64,-1.57,3.68,20.03,22.37,18.92,6.14
SLB,2025-12-16,2026-01-05,2026-01-06,44.0204,37.3466,-15.16%,57.3681,37.3466,PENDING,,,51.92,36.08,0.0,4.3,16.52,15.54,58.89,48.71
SRE,2025-12-08,2026-02-13,2026-02-17,94.5111,86.8494,-8.11%,109.8345,86.8494,PENDING,,,96.23,9.75,-2.62,-1.82,3.98,9.1,6.51,45.7
TER,2026-03-03,2026-04-08,2026-04-09,360.0,303.4471,-15.71%,473.1059,303.4471,PENDING,,,370.13,91.3,0.58,17.34,29.14,70.43,155.23,367.65
TPR,2026-01-20,2026-02-05,2026-02-06,145.0411,127.958,-11.78%,179.2074,127.958,PENDING,,,149.97,17.69,-0.22,4.36,5.12,11.93,32.97,126.13
TSN,2026-01-05,2026-01-20,2026-01-21,60.6399,56.3948,-7.00%,69.1301,56.3948,PENDING,,,64.45,10.83,-1.81,-0.08,5.6,11.96,27.08,11.66
